id,url,plant_id,latin_name,phytophthora root rot,determinate habit,plant habit,blossom end shape,calyx constriction,calyx margin,calyx shape,fasciculated,filament color,flowers per axil,fruit corkiness,fruit length,fruit neck constriction,fruit pods per node,fruit position,fruit shape,fruit weight,fruit width,immature fruit color,leaf pubescence,leaf texture,locule number,mature fruit color,node anthocyanin,pedicel position at anthesis,peduncle insertion,seed color,stem anthocyanin,stem color,stem number,stem pubescence,stigma exsertion,days to maturity,accession uniformity,fruit persistance,fruit set,pungency,plant height,plant width,anther color,corolla color,corolla spots,cotyledon color,peduncle length,wall thickness,meloidogyne hapla egg,meloidogyne hapla gall,degree of pungency,bacterial leaf spot,cucumber mosiac virus,tobacco etch virus,tobacco mosaic virus,verticillium wilt,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),anthocyanin immature fruit,capsaicin content,dihydrocpasaicin content,total capsaicinoid content,percent dry weight,beet curly top virus,phytophthora,dwarfism,flower angle,curly top virus,flower habit,fruit color_phy,fruit diameter,fruit surface,immature color,spines,maturation,leaf surface,male sterility,mosaic virus complex,alfalfa mosaic virus,anthracnose,alpha-linoleic acid (18:3alph),arachidic acid (20:0),behenic acid (22:0),gamma-linoleic acid (18:3gam),linoleic acid (18:2),myristic acid (14:0),oleic acid (18:1),palmitic acid (16:0),palmitoleic acid (16:1),seed oil percentage,stearic acid (18:0),seed shape,seed surface,photoperiod,root knot nematode,southern blight,growth habit,bract length in millimeters,branching index,inflorescence density,terminal inflorescence,hundred seed weight,number of seeds per gram
1334269,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334269,PI 439333,Capsicum annuum L.,9.0,,9.0,3.0,,9.0,,,1.0,1.0,0.0,,,,,2.0,,,1.0,,1.0,,2.0,1.0,7.0,3.0,1.0,,1.0,9.0,9.0,9.0,,,1.0,,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572189,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572189,PI 640496,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336631,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336631,PI 441695,Capsicum spp.,,,,,,,2.0,,,,,6.0,,2.0,9.0,6.0,,3.0,,,,,2.0,,,,,,,,,,8.0,,,5.0,,50.0,50.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330852,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1330852,PI 435916,Capsicum chinense Jacq.,,,,1.0,1.0,3.0,2.0,,1.0,,3.0,4.0,,2.0,1.0,6.0,12.5,3.0,2.0,0.0,3.0,3.0,5.0,1.0,5.0,,1.0,,1.0,,3.0,5.0,1.0,9.0,0.0,5.0,1.0,45.0,55.0,3.0,2.0,,,5.0,,,,5.0,,,,,,,,,881.72,649.5,1531.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278726,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1278726,PI 371867,Capsicum annuum L.,5.0,,,,,,2.0,,,,,5.0,,1.0,1.0,1.0,,3.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,80.0,70.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333563,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1333563,PI 438627,Capsicum annuum L.,9.0,,,1.0,,1.0,1.0,,1.0,,0.0,6.0,,1.0,1.0,4.0,1.9,2.0,2.0,0.0,1.0,2.0,2.0,1.0,,,1.0,,1.0,,3.0,9.0,8.0,9.0,1.0,5.0,1.0,50.0,51.0,3.0,1.0,,,5.0,,,,5.0,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775120,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1775120,PI 653741,Capsicum chinense Jacq.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058172,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058172,PI 585266,Capsicum pubescens Ruiz & Pav.,,,1.0,5.0,,3.0,,,2.0,1.0,0.0,,,,1.0,2.0,,,3.0,,1.0,,2.0,1.0,,5.0,3.0,,1.0,1.0,1.0,7.0,,,,,1.0,,,4.0,5.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266853,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266853,PI 357537,Capsicum annuum L.,,,,,,,2.0,,,,,6.0,,1.0,1.0,6.0,,8.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,45.0,40.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252636,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252636,PI 339022,Capsicum annuum L.,9.0,,5.0,9.0,,5.0,2.0,,1.0,1.0,0.0,9.0,,1.0,9.0,6.0,,5.0,3.0,,1.0,4.0,2.0,1.0,7.0,9.0,1.0,,1.0,1.0,0.0,5.0,1.0,,,2.0,,70.0,55.0,3.0,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461781,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1461781,PI 566810,Capsicum annuum L.,9.0,,7.0,,,3.0,2.0,,1.0,1.0,0.0,9.0,,,3.0,,18.3,3.5,1.0,0.0,1.0,2.0,2.0,1.0,5.0,5.0,1.0,,,1.0,0.0,7.0,,7.0,0.0,,1.0,,,3.0,1.0,,,5.0,,,,,,,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1252620,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1252620,PI 339006,Capsicum annuum L.,9.0,,5.0,,,7.0,2.0,,1.0,1.0,0.0,8.0,,1.0,,6.0,,6.0,2.0,,1.0,,2.0,1.0,7.0,9.0,1.0,,1.0,3.0,0.0,,1.0,,0.0,2.0,,65.0,60.0,3.0,1.0,,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1014926,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1014926,Grif 1593,Capsicum annuum L.,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047993,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047993,Grif 9339,Capsicum frutescens L.,,,9.0,,,,,,2.0,1.0,,,,,9.0,,,,4.0,1.0,3.0,,,,9.0,3.0,,,1.0,1.0,0.0,7.0,,9.0,,,,,,4.0,2.0,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334398,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334398,PI 439462,Capsicum chinense Jacq.,,,5.0,1.0,1.0,3.0,,,,,0.0,2.09,,,3.0,2.0,1.3,1.37,2.0,,2.0,,5.0,1.0,5.0,1.0,1.0,,,9.0,9.0,,,,0.0,,1.0,,,,2.0,,1.0,1.0,,,,,,,,,,,,,661.81,59.68,721.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284063,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1284063,PI 379171,Capsicum annuum L.,9.0,,,1.0,1.0,5.0,2.0,,1.0,,0.0,14.0,,1.0,1.0,1.0,29.7,3.0,4.0,0.0,1.0,3.0,2.0,1.0,,,1.0,,1.0,,1.0,5.0,5.0,9.0,0.0,5.0,1.0,60.0,50.0,4.0,1.0,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196580,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196580,PI 257142,Capsicum chinense Jacq.,,,5.0,1.0,,7.0,2.0,,2.0,,0.0,3.0,,1.0,1.0,4.0,5.3,3.0,4.0,,2.0,3.0,2.0,1.0,7.0,5.0,1.0,,1.0,1.0,3.0,7.0,8.0,,,1.0,1.0,41.0,33.0,4.0,1.0,,1.0,5.0,,,,5.0,,,,,,,,,311.62,95.43,407.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573237,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573237,PI 640762,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572335,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572335,PI 640542,Capsicum annuum L.,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174339,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1174339,PI 209653,Capsicum annuum L.,8.0,,5.0,1.0,,3.0,1.0,,1.0,1.0,0.0,5.0,,1.0,1.0,1.0,,1.0,2.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,1.0,9.0,3.0,9.0,8.0,9.0,,5.0,1.0,60.0,,2.0,1.0,,1.0,4.0,,5.0,5.0,9.0,9.0,9.0,,9.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336615,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336615,PI 441679,Capsicum spp.,,,,,,,1.0,,,,,5.0,,1.0,,1.0,,2.0,,,,,2.0,,,,,,,,,,8.0,,,9.0,,50.0,60.0,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336480,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336480,PI 441544,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,5.0,,,5.0,2.0,,1.0,1.0,0.0,3.0,,1.0,1.0,6.0,8.0,4.0,3.0,0.0,1.0,3.0,2.0,,9.0,4.0,1.0,,1.0,3.0,1.0,3.0,5.0,9.0,1.0,5.0,1.0,77.0,85.0,1.0,1.0,2.0,1.0,4.0,0.2,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186401,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1186401,PI 238055,Capsicum frutescens L.,,,,,,,1.0,,,,,4.0,,1.0,,1.0,,2.0,,,,,2.0,,,,,,,,,,5.0,,,5.0,,120.0,90.0,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906300,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906300,PI 666417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572486,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572486,PI 645517,Capsicum annuum L.,8.0,,,,,,,,,,,6.09,,,,,1.8,0.88,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047155,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047155,Grif 9198,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,7.0,1.0,,5.0,1.0,1.0,1.0,1.0,0.0,12.0,1.0,1.0,1.0,1.0,11.5,2.5,3.0,0.0,1.0,4.0,2.0,1.0,9.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,8.0,9.0,1.0,5.0,1.0,,,1.0,1.0,2.0,1.0,7.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572513,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572513,PI 640909,Capsicum frutescens L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188991,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1188991,PI 244667,Capsicum chinense Jacq.,,,7.0,,1.0,5.0,2.0,,2.0,,0.0,6.0,,2.0,1.0,1.0,2.2,1.0,2.0,,2.0,3.0,2.0,1.0,,,1.0,,,7.0,7.0,7.0,8.0,,0.0,6.0,1.0,90.0,75.0,4.0,2.0,,,5.0,,,,5.0,,9.0,,,,,,,784.33,137.37,921.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153385,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1153385,PI 176891,Capsicum annuum L.,7.0,,5.0,,,,2.0,,1.0,1.0,0.0,9.0,,1.0,1.0,4.0,,6.0,2.0,0.0,1.0,3.0,2.0,1.0,1.0,,1.0,,1.0,1.0,0.0,,5.0,1.0,,4.0,1.0,45.0,40.0,3.0,1.0,,1.0,2.0,,9.0,9.0,1.0,9.0,9.0,9.0,9.0,9.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192420,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1192420,PI 249634,Capsicum annuum L.,9.0,,,,,,1.0,,,,,13.0,,1.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,5.0,,,4.0,,50.0,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047557,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047557,Grif 9266,Capsicum frutescens L.,,,7.0,3.0,,5.0,,,2.0,,0.0,,,,9.0,4.0,,,2.0,,1.0,,2.0,1.0,9.0,1.0,1.0,,1.0,7.0,1.0,9.0,,,,,1.0,,,3.0,2.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201530,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1201530,PI 267727,Capsicum annuum L.,7.0,,,,,,2.0,,,,,5.0,,1.0,1.0,2.0,,8.0,,,,,2.0,,,,,,,,,,1.0,,,5.0,,40.0,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204209,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1204209,PI 271464,Capsicum annuum L.,8.0,,7.0,3.0,,1.0,2.0,,1.0,1.0,0.0,13.0,,1.0,1.0,1.0,11.1,2.0,2.0,,1.0,2.0,2.0,1.0,1.0,5.0,1.0,,1.0,3.0,,7.0,5.0,9.0,0.0,2.0,1.0,45.0,,3.0,1.0,,1.0,3.5,0.2,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334344,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334344,PI 439408,Capsicum baccatum L.,,,5.0,,,9.0,,,1.0,1.0,0.0,3.0,,1.0,,,3.1,1.75,2.0,0.0,1.0,,2.0,1.0,7.0,,1.0,1.0,1.0,3.0,1.0,1.0,,5.0,0.0,5.0,1.0,,,1.0,1.0,3.0,1.0,9.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361844,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1361844,PI 466908,Capsicum annuum L.,9.0,,,,,,2.0,,,,,12.0,,1.0,1.0,4.0,,5.0,,,,,2.0,,,,,,,,,,1.0,,,5.0,,60.0,50.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573252,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573252,PI 640773,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1103708,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1103708,PI 635836,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1533592,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1533592,PI 599426,Capsicum annuum L.,9.0,,7.0,5.0,,7.0,2.0,,1.0,2.0,0.0,3.0,,2.0,5.0,3.0,10.5,3.0,2.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,1.0,,1.0,3.0,0.0,5.0,1.0,9.0,1.0,7.0,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188993,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1188993,PI 244669,Capsicum annuum L.,9.0,,,,,,1.0,,1.0,1.0,0.0,8.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,,2.0,1.0,3.0,,1.0,,1.0,5.0,3.0,9.0,8.0,,0.0,,1.0,40.0,,3.0,1.0,,,,,,,5.0,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209277,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1209277,PI 281416,Capsicum annuum L.,9.0,,,7.0,,5.0,2.0,,1.0,,0.0,7.0,,1.0,1.0,4.0,12.6,4.0,2.0,0.0,5.0,3.0,2.0,1.0,,,1.0,,1.0,,3.0,5.0,5.0,7.0,0.0,3.0,,105.0,,4.0,1.0,,,9.0,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275772,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1275772,PI 368094,Capsicum annuum L.,4.0,,,,,,1.0,,,,,10.0,,1.0,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,8.0,,,5.0,,80.0,65.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048628,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048628,PI 639145,Capsicum spp.,,,5.0,4.0,1.0,3.0,2.0,,1.0,1.0,0.0,8.0,,1.0,1.0,4.0,40.0,4.5,2.0,0.0,1.0,2.0,2.0,1.0,9.0,8.0,1.0,,1.0,2.0,0.0,,7.0,9.0,1.0,4.0,,,,4.0,1.0,,,3.0,0.3,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573221,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573221,PI 640749,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336537,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336537,PI 441601,Capsicum chinense Jacq.,,,,,,,2.0,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572837,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572837,PI 640684,Capsicum annuum L.,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140380,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1140380,PI 163198,Capsicum annuum L.,8.0,1.0,9.0,1.0,,7.0,1.0,,1.0,1.0,0.0,8.0,,1.0,1.0,1.0,,1.0,2.0,0.0,3.0,,4.0,,5.0,,1.0,,,3.0,1.0,7.0,5.0,7.0,,4.0,1.0,82.0,,3.0,1.0,,1.0,4.0,,5.0,5.0,5.0,9.0,9.0,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573263,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573263,PI 640782,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198412,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1198412,PI 260522,Capsicum chinense Jacq.,,,5.0,3.0,1.0,5.0,2.0,,2.0,,0.0,8.0,,3.0,1.0,4.0,5.0,4.0,2.0,,2.0,,2.0,1.0,,5.0,1.0,,,7.0,5.0,7.0,5.0,,0.0,5.0,1.0,22.0,,4.0,2.0,,,5.0,,,,5.0,,,,,,,,,407.54,336.89,744.42,13.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1647011,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1647011,PI 661080,Capsicum annuum L.,,,,,,,,,,,,2.2,,,,,2.1,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269763,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1269763,PI 360725,Capsicum frutescens L.,,,,1.0,,3.0,2.0,,2.0,,0.0,8.0,1.0,2.0,1.0,1.0,2.1,1.0,2.0,0.0,3.0,2.0,2.0,1.0,3.0,,1.0,,,,1.0,5.0,9.0,9.0,1.0,1.0,1.0,45.0,60.0,3.0,2.0,,,5.0,,6.0,7.0,9.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334424,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334424,PI 439488,Capsicum frutescens L.,,,7.0,3.0,,3.0,1.0,,1.0,,0.0,2.0,,,3.0,1.0,2.0,0.5,2.0,0.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,,1.0,9.0,0.0,7.0,,9.0,1.0,,1.0,,,3.0,2.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572457,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572457,PI 640622,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138575,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1138575,PI 159263,Capsicum chinense Jacq.,,,5.0,5.0,,5.0,2.0,,2.0,2.0,0.0,4.0,,3.0,1.0,1.0,4.3,2.0,2.0,0.0,5.0,3.0,2.0,1.0,,3.0,1.0,,,5.0,1.0,5.0,9.0,9.0,,5.0,1.0,40.0,50.0,3.0,2.0,,1.0,3.0,,6.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1518583,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1518583,PI 593932,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,,5.0,2.0,,3.0,1.0,,1.0,1.0,0.0,8.0,,1.0,1.0,1.0,4.5,1.5,2.0,0.0,3.0,3.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,7.0,1.0,5.0,,9.0,1.0,5.0,1.0,,,1.0,1.0,2.0,1.0,3.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573220,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573220,PI 640748,Capsicum annuum L.,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140381,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1140381,PI 163199,Capsicum annuum L.,9.0,,9.0,,,,1.0,,1.0,1.0,0.0,5.0,,1.0,1.0,4.0,,1.0,2.0,,,,2.0,1.0,,3.0,1.0,,1.0,,0.0,9.0,1.0,,,5.0,1.0,82.0,,3.0,1.0,,1.0,,,5.0,6.0,5.0,9.0,9.0,,9.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403375,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1403375,PI 508439,Capsicum annuum L.,3.0,,,,,,1.0,,,,,8.0,,1.0,1.0,1.0,,2.0,,,,,2.0,,,,,,,,,,5.0,,,1.0,,40.0,30.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1284070,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1284070,PI 379178,Capsicum annuum L.,7.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515276,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1515276,PI 593494,Capsicum annuum L.,1.0,,9.0,5.0,,5.0,,,1.0,,0.0,,,,9.0,4.0,,,2.0,,1.0,,2.0,1.0,9.0,1.0,1.0,,2.0,9.0,5.0,9.0,,,1.0,,1.0,,,3.0,1.0,,1.0,5.0,,,,,,,,,,3.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
