id,url,plant_id,latin_name,phytophthora root rot,determinate habit,dwarfism,plant habit,anthocyanin immature fruit,blossom end shape,calyx constriction,calyx margin,calyx shape,corolla spots,fasciculated,filament color,flowers per axil,fruit corkiness,fruit length,fruit neck constriction,fruit pods per node,fruit position,fruit shape,fruit weight,fruit width,immature fruit color,leaf pubescence,leaf texture,locule number,mature fruit color,node anthocyanin,pedicel position at anthesis,peduncle insertion,seed color,stem anthocyanin,stem color,stem number,stem pubescence,stigma exsertion,days to maturity,accession uniformity,commercial category,fruit persistance,fruit set,male sterility,pungency,plant height,plant width,anther color,corolla color,cotyledon color,peduncle length,wall thickness,meloidogyne hapla egg,meloidogyne hapla gall,degree of pungency,image,bacterial leaf spot,cucumber mosiac virus,tobacco etch virus,tobacco mosaic virus,verticillium wilt,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),capsaicin content,dihydrocpasaicin content,total capsaicinoid content,error,core subset,percent dry weight,beet curly top virus,phytophthora,flower angle,curly top virus,flower habit,fruit color_phy,fruit diameter,fruit surface,immature color,spines,maturation,leaf surface,differential host sets,mosaic virus complex,alfalfa mosaic virus,anthracnose,alpha-linoleic acid (18:3alph),arachidic acid (20:0),behenic acid (22:0),gamma-linoleic acid (18:3gam),linoleic acid (18:2),myristic acid (14:0),oleic acid (18:1),palmitic acid (16:0),palmitoleic acid (16:1),seed oil percentage,stearic acid (18:0),seed shape,seed surface,photoperiod,root knot nematode,southern blight,growth habit,adult stem color,blade pigmentation,bract length in millimeters,branching index,flower color,inflorescence density,inflorescence shape,petiole pigmentation,sex type,terminal inflorescence,hundred seed weight,number of seeds per gram
1266827,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1266827,PI 357511,Capsicum annuum L.,,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,15,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,,4,3 - GREEN YELLOW,,1 - SMOOTH,3,2 - RED,1 - PRESENT,"5 - (1 = PENDANT, 9 = ERECT)",5 - FLAT,1 - STRAW,,1 - GREEN,1 - SINGLE,0 - GLABROUS,5 - SAME LEVEL,5 - MEDIUM,,PAP - PAPRIKA,,"5 - (1 = LOW,  9 = HIGH)",,0 - ABSENT,50,27,3 - BLUE,1 - WHITE OR PALE YELLOW,M - MIXED,5,,,,1 - SWEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1034688,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1034688,PI 617082,Capsicum annuum L.,9 - Dead plants,,0 - ABSENT,,0 - ABSENT,"3 - (1 = POINTED, 9 = SUNKEN)",1 - PRESENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,,0 - NONE,10.5,0 - ABSENT,,"7 - (1 = PENDANT, 9 = ERECT)",4 - CONIC,19.5,3,3 - GREEN YELLOW,0 - GLABROUS,1 - SMOOTH,2,2 - RED,1 - PRESENT,,,1 - STRAW,M - MIXED,1 - GREEN,,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",9 - EXSERTED,,9 - HIGH (ALL UNIFORM),PAP - PAPRIKA,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,4 - PURPLE,1 - WHITE OR PALE YELLOW,,5,,,,,PLANT - Image of plant,,,,,,,,,,,,"Y - YES, ACCESSION IS PART OF THE CORE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334461,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334461,PI 439525,Capsicum chinense Jacq.,,,,"5 - COMPACT, HEIGHT = WIDTH",M - MIXED,9 - SUNKEN,1 - PRESENT,"7 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,2 - PURPLE,M,0 - NONE,,0 - ABSENT,,1 - PENDANT,5 - CAMPANULATE,,,3 - GREEN YELLOW,,1 - SMOOTH,M,2 - RED,1 - PRESENT,M - MIXED,5 - FLAT,1 - STRAW,,2 - PURPLE,9 - MULTIPLE,9 - EXCESSIVE,1 - INSERTED,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,4 - PURPLE,2 - GREEN WHITE,1 - GREEN,5,,8 - 66% to 80% visible egg masses present on root system,8 - 66% to 80% of root system galled,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1676880,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1676880,PI 653667,Capsicum annuum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1048457,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048457,PI 593514,Capsicum annuum L.,"3 - Brown roots, slight stunting, very small lesions on stems or small water-soaked lesions at base of stem, browning of primary root",,,9 - TALL OR UPRIGHT,M - MIXED,5 - BLUNT,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,1 - WHITE,M,0 - NONE,,0 - ABSENT,,M - MIXED,4 - CONIC,,,2 - GREEN,,1 - SMOOTH,2,2 - RED,1 - PRESENT,"7 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,9 - MULTIPLE,9 - EXCESSIVE,9 - EXSERTED,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,1,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,4 - 76 to 100% discoloration in the absence of foliar symptoms,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572498,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572498,PI 640908,Capsicum annuum L.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLANT - Image of plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196582,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196582,PI 257144,Capsicum annuum L.,9 - Dead plants,,0 - ABSENT,M - MIXED,0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,13,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,3.1,3,2 - GREEN,0 - GLABROUS,1 - SMOOTH,2,2 - RED,1 - PRESENT,M - MIXED,1 - PROTRUDED,1 - STRAW,0 - ABSENT,1 - GREEN,"3 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",1 - EARLY,9 - HIGH (ALL UNIFORM),CAY - CAYENNE,0 - SEPARATING CALYX (HAS Sp GENE),"4 - (1 = LOW,  9 = HIGH)",,1 - PRESENT,45,,3 - BLUE,1 - WHITE OR PALE YELLOW,,5,,,,5 - PUNGENT,FRUIT-PLANT - Image of fruit on the plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515262,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1515262,PI 593483,Capsicum annuum L.,9 - Dead plants,,,9 - TALL OR UPRIGHT,0 - ABSENT,M - MIXED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,1 - PRESENT,1 - WHITE,M,0 - NONE,,0 - ABSENT,,9 - ERECT,1 - ELONGATE,,,2 - GREEN,,1 - SMOOTH,M,2 - RED,1 - PRESENT,"7 - (1 = PENDANT, 9 = ERECT)",1 - PROTRUDED,1 - STRAW,,1 - GREEN,9 - MULTIPLE,3 - SPARSE,9 - EXSERTED,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1047639,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1047639,Grif 9279,Capsicum chinense Jacq.,,,,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,1 - PRESENT,"5 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,1 - WHITE,M,0 - NONE,4.26,0 - ABSENT,,1 - PENDANT,1 - ELONGATE,2.2,1.07,2 - GREEN,,1 - SMOOTH,3,2 - RED,1 - PRESENT,"5 - (1 = PENDANT, 9 = ERECT)",1 - PROTRUDED,1 - STRAW,,1 - GREEN,9 - MULTIPLE,5 - INTERMEDIATE,1 - INSERTED,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,4 - PURPLE,2 - GREEN WHITE,1 - GREEN,5,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,411.79,245.79,657.58,,,25.346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572835,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572835,PI 640682,Capsicum annuum L.,"2 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392921,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1392921,PI 497985,Capsicum chinense Jacq.,,,,M - MIXED,1 - PRESENT,M - MIXED,0 - ABSENT,1 - SMOOTH,1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,M,0 - NONE,5,0 - ABSENT,3.0,1 - PENDANT,1 - ELONGATE,1.6,2,M - MIXED,0 - GLABROUS,"3 - (1 = SMOOTH, 9 = CURLED)",M,2 - RED,0 - ABSENT,9 - ERECT,5 - FLAT,1 - STRAW,0 - ABSENT,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,5 - SAME LEVEL,8 - LATE,"3 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",PAP - PAPRIKA,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,40,60,2 - YELLOW/BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,2,0.2,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,9 - VERY PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,"Y - YES, ACCESSION IS PART OF THE CORE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572367,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572367,PI 640561,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1278734,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1278734,PI 371875,Capsicum annuum L.,"5 - Brown roots, small lesions on stems, lower leaves wilted, stunted plants, partial girdling at stem base",,,"5 - COMPACT, HEIGHT = WIDTH",0 - ABSENT,M - MIXED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,6,0 - ABSENT,1.0,1 - PENDANT,6 - BELL,,5,M - MIXED,,1 - SMOOTH,3,2 - RED,1 - PRESENT,"7 - (1 = PENDANT, 9 = ERECT)",M - MIXED,1 - STRAW,,1 - GREEN,1 - SINGLE,0 - GLABROUS,5 - SAME LEVEL,5 - MEDIUM,,BEL - BELL,,"5 - (1 = LOW,  9 = HIGH)",,M - MIXED,65,50,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,,,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334418,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1334418,PI 439482,Capsicum chinense Jacq.,,,,"5 - COMPACT, HEIGHT = WIDTH",0 - ABSENT,M - MIXED,1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,2 - PURPLE,M,0 - NONE,5,0 - ABSENT,,1 - PENDANT,5 - CAMPANULATE,14.9,3.33,2 - GREEN,,"2 - (1 = SMOOTH, 9 = CURLED)",M,M - MIXED,1 - PRESENT,"5 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,M - MIXED,9 - MULTIPLE,5 - INTERMEDIATE,9 - EXSERTED,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,4 - PURPLE,2 - GREEN WHITE,1 - GREEN,5,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,195.84,58.57,254.41,,,9.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235119,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1235119,PI 315010,Capsicum chinense Jacq.,,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,M - MIXED,1 - PRESENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,2 - PURPLE,,0 - NONE,13,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,13.2,3,2 - GREEN,,1 - SMOOTH,M,3 - BROWN,0 - ABSENT,"5 - (1 = PENDANT, 9 = ERECT)","3 - (1 = PROTRUDED, 9 = INSERTED)",1 - STRAW,,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)",9 - EXCESSIVE,1 - INSERTED,5 - MEDIUM,,MIX - MIXED,0 - SEPARATING CALYX (HAS Sp GENE),"5 - (1 = LOW,  9 = HIGH)",,1 - PRESENT,75,65,4 - PURPLE,2 - GREEN WHITE,1 - GREEN,5,,,,"2 - (1 = SWEET,  9 = VERY PUNGENT)",HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,94.5,30.9,125.41,,,18.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1276018,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1276018,PI 368418,Capsicum annuum L.,9 - Dead plants,,,,,,,,2 - SAUCER SHAPED,,,,,,14,,1.0,M - MIXED,1 - ELONGATE,,3,,,,,2 - RED,,,,,,,,,,1 - EARLY,,CHL - CHILI,,"5 - (1 = LOW,  9 = HIGH)",,,35,30,,,,,,7 - 51% to 65% visible egg masses present on root system,7 - 51% to 65% of root system galled,5 - PUNGENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140370,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1140370,PI 163188,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",2 - SAUCER SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,7,0 - ABSENT,1.0,1 - PENDANT,4 - CONIC,,1,2 - GREEN,0 - GLABROUS,1 - SMOOTH,M,2 - RED,1 - PRESENT,"5 - (1 = PENDANT, 9 = ERECT)",M - MIXED,1 - STRAW,,,"3 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,9 - EXSERTED,8 - LATE,"3 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",CHL - CHILI,,"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,1 - PRESENT,100,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,4,,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,5 - PUNGENT,,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906451,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906451,PI 666537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427921,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1427921,PI 532985,Capsicum annuum L.,9 - Dead plants,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,,0 - ABSENT,,1 - PENDANT,1 - ELONGATE,,,2 - GREEN,,1 - SMOOTH,3,2 - RED,1 - PRESENT,"3 - (1 = PENDANT, 9 = ERECT)",5 - FLAT,1 - STRAW,,1 - GREEN,1 - SINGLE,0 - GLABROUS,5 - SAME LEVEL,,,,,,,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096244,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1096244,PI 635828,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572127,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572127,PI 640473,Capsicum annuum L.,"5 - Brown roots, small lesions on stems, lower leaves wilted, stunted plants, partial girdling at stem base",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046766,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1046766,Grif 9129,Capsicum annuum L.,"6 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128355,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1128355,PI 105338,Capsicum annuum L.,"5 - Brown roots, small lesions on stems, lower leaves wilted, stunted plants, partial girdling at stem base",,,,,,,,2 - SAUCER SHAPED,,,,,,9,,1.0,1 - PENDANT,1 - ELONGATE,,2,,,,,2 - RED,,,,,,,,,,8 - LATE,,CHL - CHILI,,"4 - (1 = LOW,  9 = HIGH)",,,30,32,,,,,,8 - 66% to 80% visible egg masses present on root system,8 - 66% to 80% of root system galled,5 - PUNGENT,,9 - SUSCEPTIBLE,9 - SUSCEPTIBLE,,,9 - SUSCEPTIBLE,,,,,,,,,,9 - SUSCEPTIBLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327762,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1327762,PI 432826,Capsicum annuum L.,"7 - Brown roots, large lesions on stems, girdling, whole plant wilted and stunted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572292,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1572292,PI 640530,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336575,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1336575,PI 441639,Capsicum chinense Jacq.,,,,,,,,,,,,,,,2.23,,3.0,M - MIXED,,1.1,1.25,,,,,2 - RED,,,,,,,,,,,,MIX - MIXED,,,,,,,,,,,,,,9 - VERY PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,450.57,149.83,600.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1277158,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1277158,PI 370007,Capsicum frutescens L.,,,,,,,,,2 - SAUCER SHAPED,,,,,,,,,,,,,,,,,,,,,,,,,,,8 - LATE,,,,,,,40,40,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209265,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1209265,PI 281397,Capsicum frutescens L.,,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,1 - POINTED,1 - PRESENT,"5 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,2 - PURPLE,M,0 - NONE,,0 - ABSENT,,1 - PENDANT,3 - ROUND,,,2 - GREEN,,1 - SMOOTH,M,2 - RED,M - MIXED,"7 - (1 = PENDANT, 9 = ERECT)",1 - PROTRUDED,1 - STRAW,,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)",3 - SPARSE,"7 - (1 = INSERTED, 9 = EXSERTED)",,,,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,4 - PURPLE,2 - GREEN WHITE,1 - GREEN,5,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,3 - 51 to 75% of the vascular tissue exhibiting discoloration,0 - no vascular discoloration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256591,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1256591,PI 343929,Capsicum annuum L.,"8 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,0 - ABSENT,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,M - MIXED,1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,11,0 - ABSENT,1.0,1 - PENDANT,1 - ELONGATE,5.2,1,2 - GREEN,0 - GLABROUS,1 - SMOOTH,3,2 - RED,1 - PRESENT,M - MIXED,M - MIXED,1 - STRAW,M - MIXED,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",3 - SPARSE,"7 - (1 = INSERTED, 9 = EXSERTED)",9 - VERY LATE,9 - HIGH (ALL UNIFORM),CAY - CAYENNE,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"5 - (1 = LOW,  9 = HIGH)",,1 - PRESENT,70,85,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,5 - PUNGENT,FRUIT-PLANT - Image of fruit on the plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1906407,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1906407,PI 666591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196521,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1196521,PI 257074,Capsicum frutescens L.,,,,9 - TALL OR UPRIGHT,0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - CUP SHAPED,0 - ABSENT,0 - ABSENT,2 - PURPLE,1,0 - NONE,2,0 - ABSENT,2.0,9 - ERECT,4 - CONIC,,1,2 - GREEN,,1 - SMOOTH,2,2 - RED,0 - ABSENT,"7 - (1 = PENDANT, 9 = ERECT)",1 - PROTRUDED,1 - STRAW,,1 - GREEN,9 - MULTIPLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",9 - EXSERTED,5 - MEDIUM,,TAB - TABASCO,0 - SEPARATING CALYX (HAS Sp GENE),"5 - (1 = LOW,  9 = HIGH)",,1 - PRESENT,40,,4 - PURPLE,2 - GREEN WHITE,,5,,,,9 - VERY PUNGENT,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573603,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1573603,PI 640861,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450621,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1450621,PI 555649,Capsicum annuum L.,"3 - Brown roots, slight stunting, very small lesions on stems or small water-soaked lesions at base of stem, browning of primary root",,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,0 - ABSENT,1 - WHITE,1,0 - NONE,,0 - ABSENT,,1 - PENDANT,1 - ELONGATE,,,2 - GREEN,,1 - SMOOTH,M,2 - RED,1 - PRESENT,M - MIXED,1 - PROTRUDED,1 - STRAW,,M - MIXED,9 - MULTIPLE,3 - SPARSE,9 - EXSERTED,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,1 - PRESENT,,,3 - BLUE,1 - WHITE OR PALE YELLOW,1 - GREEN,5,,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
