id,url,plant_id,latin_name,phytophthora root rot,determinate habit,plant habit,anther color,anthocyanin immature fruit,blossom end shape,calyx constriction,calyx margin,corolla color,corolla spots,cotyledon color,fasciculated,filament color,flowers per axil,fruit corkiness,fruit neck constriction,fruit position,fruit shape,immature fruit color,leaf texture,mature fruit color,node anthocyanin,peduncle insertion,peduncle length,seed color,stem color,stem number,stem pubescence,stigma exsertion,pungency,dwarfism,calyx shape,fruit length,fruit pods per node,fruit weight,fruit width,leaf pubescence,locule number,pedicel position at anthesis,stem anthocyanin,days to maturity,accession uniformity,commercial category,fruit persistance,fruit set,male sterility,core subset,image,error,plant height,plant width,wall thickness,degree of pungency,meloidogyne hapla egg,meloidogyne hapla gall,verticillium wilt isolate (vdca59),verticillium wilt isolate (vdcf45),capsaicin content,dihydrocpasaicin content,total capsaicinoid content,flower angle,percent dry weight,beet curly top virus,alfalfa mosaic virus,bacterial leaf spot,cucumber mosiac virus,phytophthora,verticillium wilt
1048648,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048648,Grif 9440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no features,,,,,,,,,,,,,,,,,,,
1048656,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048656,Grif 9441,Capsicum spp.,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,0 - ABSENT,M - MIXED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,M - MIXED,M - MIXED,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,5,1 - STRAW,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",9 - EXCESSIVE,9 - EXSERTED,1 - PRESENT,,,,,,,,M,M - MIXED,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,,,,,,,,,,,,,,,,,,,,,
1048657,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048657,Grif 9442,Capsicum spp.,,,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,M - MIXED,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,5,1 - STRAW,M - MIXED,9 - MULTIPLE,9 - EXCESSIVE,9 - EXSERTED,1 - PRESENT,,,,,,,,2,M - MIXED,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,,,,,,,,,,,,,,,,,,,,,
1048666,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048666,PI 639147,Capsicum spp.,,0 - ABSENT,"5 - COMPACT, HEIGHT = WIDTH",4 - PURPLE,1 - PRESENT,1 - POINTED,1 - PRESENT,"5 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,1,"3 - (0 = NONE, 9 = HIGH)",0 - ABSENT,1 - PENDANT,5 - CAMPANULATE,2 - GREEN,"5 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",2.5,1 - STRAW,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)",,1 - PRESENT,0 - ABSENT,2 - SAUCER SHAPED,3,2,2.8,1.5,3 - SPARSE,2,"7 - (1 = PENDANT, 9 = ERECT)",1 - PRESENT,"7 - (1 = EARLY, 9 = VERY LATE)",9 - HIGH (ALL UNIFORM),HAB - HABANERO,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"3 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,,,,,0.2,,,,,,,,,4 - >90 DEGREES,,,,,,,
1048667,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048667,Grif 9444,Capsicum spp.,,,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,M - MIXED,1 - PRESENT,"7 - (1 = SMOOTH, 9 = SERRATE)",2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,3 - BROWN,1 - PRESENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",5 - INTERMEDIATE,1 - INSERTED,1 - PRESENT,,,,,,,,M,"5 - (1 = PENDANT, 9 = ERECT)",,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,,,,,,,,,,,,,,,,,,,,,
1048686,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1048686,PI 635808,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053452,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1053452,PI 631129,Capsicum annuum L.,9 - Dead plants,1 - AT LEAST 75% OF FRUITS MATURE AT ONCE,9 - TALL OR UPRIGHT,,0 - ABSENT,1 - POINTED,1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,5 - INTERMEDIATE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,1 - DARK GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,,1 - STRAW,1 - GREEN,1 - SINGLE,0 - GLABROUS,"7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,8.5,1.0,15,2.5,0 - GLABROUS,2,1 - PENDANT,0 - ABSENT,1 - EARLY,"5 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",CHL - CHILI,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"5 - (1 = LOW,  9 = HIGH)",,,,,,,,,,,,,,,,,,,,,,,
1053453,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1053453,PI 631130,Capsicum annuum L.,,1 - AT LEAST 75% OF FRUITS MATURE AT ONCE,"5 - COMPACT, HEIGHT = WIDTH",,0 - ABSENT,1 - POINTED,1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,"1 - (0 = NONE, 9 = HIGH)",0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,,1 - STRAW,1 - GREEN,1 - SINGLE,0 - GLABROUS,1 - INSERTED,1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,7.5,1.0,14,2.5,0 - GLABROUS,2,1 - PENDANT,0 - ABSENT,1 - EARLY,"5 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",CHL - CHILI,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"5 - (1 = LOW,  9 = HIGH)",,,,,,,,,,,,,,,,,,,,,,,
1053457,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1053457,Grif 1549,Capsicum annuum L.,9 - Dead plants,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",3 - BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"7 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,4 - CONIC,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,5 - FLAT,5,1 - STRAW,1 - GREEN,1 - SINGLE,0 - GLABROUS,M - MIXED,0 - ABSENT,,,,,,,,M,M - MIXED,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,,,,,,,,,,,,,,,,,,,,,
1053462,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1053462,Grif 1550,Capsicum annuum L.,"8 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053473,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1053473,Grif 1552,Capsicum annuum L.,9 - Dead plants,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1056365,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1056365,PI 593501,Capsicum annuum L.,"6 - (0 = Resistant, no response, healthy; 9 = Susceptible, dead plants)",,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"5 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,5,1 - STRAW,M - MIXED,9 - MULTIPLE,5 - INTERMEDIATE,9 - EXSERTED,1 - PRESENT,,,,,,,,2,M - MIXED,,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,5 - 100% discoloration and the presence of foliar symptoms typical of Verticillium wilt,,,,,,,,,,,
1058034,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058034,PI 585238,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,9 - TALL OR UPRIGHT,3 - BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,7,1 - STRAW,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,9 - EXSERTED,1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,7,,2.3,1,0 - GLABROUS,2,,0 - ABSENT,,"7 - (1 = LOW - NONE UNIFORM, HIGH - ALL UNIFORM)",CAY - CAYENNE,0 - SEPARATING CALYX (HAS Sp GENE),,,"Y - YES, ACCESSION IS PART OF THE CORE",FRUIT-PLANT - Image of fruit on the plant,,,,,,,,,,,,,,,,,,,,
1058041,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058041,PI 585239,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,9 - TALL OR UPRIGHT,2 - YELLOW/BLUE,0 - ABSENT,1 - POINTED,1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,2 - YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,0 - ABSENT,1 - PROTRUDED,7,1 - STRAW,1 - GREEN,1 - SINGLE,0 - GLABROUS,9 - EXSERTED,1 - PRESENT,,1 - CUP SHAPED,7,1,5.3,1.5,0 - GLABROUS,3,9 - ERECT,1 - PRESENT,,9 - HIGH (ALL UNIFORM),CHL - CHILI,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,,,,,,,,,,,
1058044,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058044,PI 585240,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,9 - TALL OR UPRIGHT,1 - YELLOW,0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,2 - YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,0 - ABSENT,"4 - (1 = PROTRUDED, 9 = INSERTED)",9,1 - STRAW,1 - GREEN,1 - SINGLE,0 - GLABROUS,9 - EXSERTED,1 - PRESENT,,1 - CUP SHAPED,10,1,11,2,0 - GLABROUS,3,9 - ERECT,1 - PRESENT,,9 - HIGH (ALL UNIFORM),CHL - CHILI,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.3,,,,,,,,,,,,,,,,
1058050,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058050,PI 585241,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,9 - TALL OR UPRIGHT,1 - YELLOW,0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,2 - YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,"1 - (0 = NONE, 9 = HIGH)",0 - ABSENT,1 - PENDANT,1 - ELONGATE,3 - GREEN YELLOW,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,5,1 - STRAW,1 - GREEN,1 - SINGLE,0 - GLABROUS,5 - SAME LEVEL,1 - PRESENT,0 - ABSENT,1 - CUP SHAPED,11,,10.2,1.5,0 - GLABROUS,3,,0 - ABSENT,,9 - HIGH (ALL UNIFORM),CHL - CHILI,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),,,"Y - YES, ACCESSION IS PART OF THE CORE",,,,,,,,,,,,,,,,,,,,,
1058053,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058053,PI 585242,Capsicum baccatum L.,,0 - ABSENT,9 - TALL OR UPRIGHT,1 - YELLOW,0 - ABSENT,5 - BLUNT,1 - PRESENT,1 - SMOOTH,1 - WHITE OR PALE YELLOW,1 - WHITE,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,2 - OBLATE,2 - GREEN,1 - SMOOTH,5 - ORANGE,0 - ABSENT,"4 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,1 - GREEN,1 - SINGLE,0 - GLABROUS,"7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,,2 - SAUCER SHAPED,4.5,1,6.1,3,0 - GLABROUS,3,9 - ERECT,1 - PRESENT,,9 - HIGH (ALL UNIFORM),ORN - ORNAMENTAL,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,,,,,,,,,,,
1058059,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058059,PI 585243,Capsicum baccatum L.,,0 - ABSENT,9 - TALL OR UPRIGHT,2 - YELLOW/BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,2 - YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,2 - OBLATE,2 - GREEN,1 - SMOOTH,2 - RED,0 - ABSENT,"3 - (1 = PROTRUDED, 9 = INSERTED)",8,1 - STRAW,1 - GREEN,9 - MULTIPLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,1 - PRESENT,,1 - CUP SHAPED,6,1,5,2,0 - GLABROUS,4,9 - ERECT,1 - PRESENT,,9 - HIGH (ALL UNIFORM),CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,,,,,,,,,,,
1058062,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058062,PI 585244,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,"5 - COMPACT, HEIGHT = WIDTH",1 - YELLOW,0 - ABSENT,M - MIXED,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,2 - YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,"7 - (1 = PENDANT, 9 = ERECT)",5 - CAMPANULATE,2 - GREEN,"3 - (1 = SMOOTH, 9 = CURLED)",1 - GREEN,1 - PRESENT,"4 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,5 - SAME LEVEL,1 - PRESENT,0 - ABSENT,2 - SAUCER SHAPED,3,,3.7,2,0 - GLABROUS,3,,0 - ABSENT,,9 - HIGH (ALL UNIFORM),PIM - PIMIENTO,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),,,"Y - YES, ACCESSION IS PART OF THE CORE",,,,,,,,,,,37.2,9,46.2,,,,,,,,
1058069,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058069,PI 585245,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,9 - TALL OR UPRIGHT,2 - YELLOW/BLUE,0 - ABSENT,"7 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,3 - GREEN YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,2 - OBLATE,2 - GREEN,"7 - (1 = SMOOTH, 9 = CURLED)",2 - RED,1 - PRESENT,"4 - (1 = PROTRUDED, 9 = INSERTED)",M,1 - STRAW,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)","4 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,,2 - SAUCER SHAPED,3,1,6.4,3,0 - GLABROUS,M,9 - ERECT,1 - PRESENT,,9 - HIGH (ALL UNIFORM),ORN - ORNAMENTAL,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,,,,,,,,,,,
1058072,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058072,PI 585246,Capsicum annuum L.,9 - Dead plants,0 - ABSENT,9 - TALL OR UPRIGHT,2 - YELLOW/BLUE,0 - ABSENT,1 - POINTED,0 - ABSENT,"2 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,3 - GREEN YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,M,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,3 - GREEN YELLOW,"4 - (1 = SMOOTH, 9 = CURLED)",2 - RED,0 - ABSENT,1 - PROTRUDED,6,1 - STRAW,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)",3 - SPARSE,5 - SAME LEVEL,1 - PRESENT,,1 - CUP SHAPED,9,1,7.4,1.5,0 - GLABROUS,2,M - MIXED,M - MIXED,,1 - LOW (NONE UNIFORM),CHL - CHILI,1 - PERSISTANT CALYX (DOES NOT HAVE Sp GENE),M - MIXED,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,5 - 26% to 35% visible egg masses present on root system,5 - 26% to 35% of root system galled,,,,,,,,,,,,,
1058079,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058079,PI 585247,Capsicum baccatum L.,,0 - ABSENT,"5 - COMPACT, HEIGHT = WIDTH",1 - YELLOW,0 - ABSENT,"2 - (1 = POINTED, 9 = SUNKEN)",0 - ABSENT,"4 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,2 - YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,1 - ELONGATE,3 - GREEN YELLOW,1 - SMOOTH,5 - ORANGE,1 - PRESENT,"2 - (1 = PROTRUDED, 9 = INSERTED)",4,1 - STRAW,1 - GREEN,"7 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,"3 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,,1 - CUP SHAPED,10,1,9.1,2,0 - GLABROUS,3,9 - ERECT,1 - PRESENT,,9 - HIGH (ALL UNIFORM),CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),9 - HIGH,0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,,,,,,,,,,,
1058082,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058082,PI 585248,Capsicum baccatum L.,,,"7 - (1 = SPRAWLING, 9 = TALL OR UPRIGHT)",1 - YELLOW,0 - ABSENT,1 - POINTED,0 - ABSENT,9 - SERRATE,1 - WHITE OR PALE YELLOW,3 - GREEN YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,M - MIXED,1 - ELONGATE,2 - GREEN,1 - SMOOTH,2 - RED,1 - PRESENT,M - MIXED,9,1 - STRAW,M - MIXED,9 - MULTIPLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",M - MIXED,1 - PRESENT,,,,,,,,M,"7 - (1 = PENDANT, 9 = ERECT)",,,,,0 - SEPARATING CALYX (HAS Sp GENE),,,"Y - YES, ACCESSION IS PART OF THE CORE",PLANT - Image of plant,,,,,,,,,,98,75.2,173.1,,,,,,,,
1058089,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058089,PI 585249,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,"5 - COMPACT, HEIGHT = WIDTH",1 - YELLOW,0 - ABSENT,M - MIXED,0 - ABSENT,9 - SERRATE,1 - WHITE OR PALE YELLOW,3 - GREEN YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,M - MIXED,3 - GREEN YELLOW,1 - SMOOTH,2 - RED,1 - PRESENT,1 - PROTRUDED,9,1 - STRAW,M - MIXED,9 - MULTIPLE,"1 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,1 - PRESENT,,1 - CUP SHAPED,6,1,6.6,2,0 - GLABROUS,M,"7 - (1 = PENDANT, 9 = ERECT)",1 - PRESENT,,9 - HIGH (ALL UNIFORM),CHL - CHILI,0 - SEPARATING CALYX (HAS Sp GENE),"5 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.2,,,,,,133.9,32.6,166.5,,,,,,,,
1058092,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058092,PI 585250,Capsicum baccatum L. var. pendulum (Willd.) Eshbaugh,,0 - ABSENT,9 - TALL OR UPRIGHT,2 - YELLOW/BLUE,0 - ABSENT,5 - BLUNT,0 - ABSENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,2 - YELLOW,1 - GREEN,0 - ABSENT,1 - WHITE,1,0 - NONE,0 - ABSENT,1 - PENDANT,2 - OBLATE,2 - GREEN,1 - SMOOTH,2 - RED,0 - ABSENT,"4 - (1 = PROTRUDED, 9 = INSERTED)",8,1 - STRAW,1 - GREEN,9 - MULTIPLE,"2 - (0 = GLABROUS, 9 = EXCESSIVE)",5 - SAME LEVEL,1 - PRESENT,,2 - SAUCER SHAPED,2.5,1,2.4,1.5,0 - GLABROUS,4,9 - ERECT,1 - PRESENT,,9 - HIGH (ALL UNIFORM),ORN - ORNAMENTAL,0 - SEPARATING CALYX (HAS Sp GENE),"7 - (1 = LOW,  9 = HIGH)",0 - ABSENT,,HARVESTED-FRUIT - Image of harvested fruit,,,,0.1,,,,,,,,,,,,,,,,
1058098,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058098,PI 585251,Capsicum frutescens L.,,0 - ABSENT,"5 - COMPACT, HEIGHT = WIDTH",3 - BLUE,0 - ABSENT,5 - BLUNT,1 - PRESENT,"3 - (1 = SMOOTH, 9 = SERRATE)",1 - WHITE OR PALE YELLOW,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,M,0 - NONE,0 - ABSENT,1 - PENDANT,2 - OBLATE,3 - GREEN YELLOW,"5 - (1 = SMOOTH, 9 = CURLED)",2 - RED,0 - ABSENT,"4 - (1 = PROTRUDED, 9 = INSERTED)",4,1 - STRAW,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)","1 - (0 = GLABROUS, 9 = EXCESSIVE)","7 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,,,,,,,,4,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,,,,,,,,,,,,,,,
1058101,https://npgsweb.ars-grin.gov/gringlobal/accessiondetail.aspx?id=1058101,PI 585252,Capsicum chinense Jacq.,,0 - ABSENT,"5 - COMPACT, HEIGHT = WIDTH",3 - BLUE,0 - ABSENT,1 - POINTED,1 - PRESENT,1 - SMOOTH,2 - GREEN WHITE,0 - ABSENT,1 - GREEN,0 - ABSENT,2 - PURPLE,,0 - NONE,0 - ABSENT,1 - PENDANT,2 - OBLATE,3 - GREEN YELLOW,"3 - (1 = SMOOTH, 9 = CURLED)",2 - RED,0 - ABSENT,"2 - (1 = PROTRUDED, 9 = INSERTED)",5,1 - STRAW,1 - GREEN,"5 - (1 = SINGLE, 9 = MULTIPLE)",0 - GLABROUS,"6 - (1 = INSERTED, 9 = EXSERTED)",1 - PRESENT,,,8.31,,11.5,2.61,,,,,,,,,,,,HARVESTED-FRUIT - Image of harvested fruit,,,,,,9 - 81% to 100% visible egg masses present on root system,9 - 81% to 100% of root system galled,,,50.94,41.62,92.56,,,,,,,,
